2020-11-27 20:49:24,458   ******************************************************
2020-11-27 20:49:24,458                     dlrm_s_pytorch.py                   
2020-11-27 20:49:24,458   args = Namespace(activation_function='relu', arch_embedding_size='4-3-2', arch_interaction_itself=False, arch_interaction_op='dot', arch_mlp_bot='13-1024-512-528-16', arch_mlp_top='1024-512-1', arch_sparse_feature_size=16, data_generation='dataset', data_randomize='total', data_set='kaggle', data_size=1, data_sub_sample_rate=0.0, data_trace_enable_padding=False, data_trace_file='./input/dist_emb_j.log', dataset_multiprocessing=False, debug_mode=False, debuglog='', enable_profiling=False, gpu_id='0', grow_embedding=False, growth_step=4, growth_stop_horizon=1.0, inference_only=False, initialization='zero', learning_rate=0.1, load_model='', loss_function='bce', loss_threshold=0.0, loss_weights='1.0-1.0', lr_decay_start_step=0, lr_num_decay_steps=0, lr_num_warmup_steps=0, max_ind_range=-1, md_flag=False, md_round_dims=False, md_temperature=0.3, md_threshold=200, memory_map=False, mini_batch_size=64, mlperf_acc_threshold=0.0, mlperf_auc_threshold=0.0, mlperf_bin_loader=False, mlperf_bin_shuffle=False, mlperf_logging=False, nepochs=1, num_batches=0, num_indices_per_lookup=10, num_indices_per_lookup_fixed=False, num_workers=0, numpy_rand_seed=123, plot_compute_graph=False, print_freq=1024, print_precision=5, print_time=False, processed_data_file='./input/kaggleAdDisplayChallenge_processed.npz', qr_collisions=4, qr_flag=False, qr_operation='mult', qr_threshold=200, raw_data_file='./input/train.txt', round_targets=True, save_model='', save_onnx=False, size_scale=1, sync_dense_params=True, test_freq=80000, test_mini_batch_size=16384, test_num_workers=-16, use_gpu=True)
2020-11-27 20:49:24,484   dataset kaggle #day 7
2020-11-27 20:49:24,485   Reading pre-processed data=./input/kaggleAdDisplayChallenge_processed.npz
2020-11-27 20:49:52,597   Sparse fea = 26, Dense fea = 13
2020-11-27 20:49:52,684   Defined train indices...
2020-11-27 20:49:54,413   Randomized indices across days ...
2020-11-27 20:50:25,701   Split data according to indices...
2020-11-27 20:50:25,703   dataset kaggle #day 7
2020-11-27 20:50:25,703   Reading pre-processed data=./input/kaggleAdDisplayChallenge_processed.npz
2020-11-27 20:50:53,823   Sparse fea = 26, Dense fea = 13
2020-11-27 20:50:53,910   Defined test indices...
2020-11-27 20:50:55,641   Randomized indices across days ...
2020-11-27 20:50:57,986   Split data according to indices...
2020-11-27 20:51:07,511   FC param size = 1720.61K, param size = 541.92M,  FLOP = 3441218.00K
2020-11-27 20:51:07,511   m_spa=16, ln_bot=[  13 1024  512  528   16], ln_top=[ 367 1024  512    1] 

2020-11-27 20:51:07,511   time/loss/accuracy (if enabled):
2020-11-27 20:51:07,512   Stage 0, This growth start from input index 0
2020-11-27 20:51:19,670   Finished training it 1024/613937 of epoch 0, -1.00 ms/it, loss 0.524678, accuracy 75.143 %,  lr = 0.100
2020-11-27 21:04:13,091   Testing.....
2020-11-27 21:05:43,790   Testing at - 80000/613937 of epoch 0, loss 0.463837, accuracy 78.310 %, best 78.310 %
2020-11-27 21:05:52,812   Finished training it 80896/613937 of epoch 0, -1.00 ms/it, loss 0.457686, accuracy 78.770 %,  lr = 0.100
2020-11-27 21:06:04,001   Finished training it 81920/613937 of epoch 0, -1.00 ms/it, loss 0.459406, accuracy 78.542 %,  lr = 0.100
2020-11-27 21:06:14,289   Finished training it 82944/613937 of epoch 0, -1.00 ms/it, loss 0.458985, accuracy 78.763 %,  lr = 0.100
2020-11-27 21:06:24,533   Finished training it 83968/613937 of epoch 0, -1.00 ms/it, loss 0.456785, accuracy 78.668 %,  lr = 0.100
2020-11-27 21:06:34,767   Finished training it 84992/613937 of epoch 0, -1.00 ms/it, loss 0.457220, accuracy 78.787 %,  lr = 0.100
2020-11-27 21:06:45,068   Finished training it 86016/613937 of epoch 0, -1.00 ms/it, loss 0.457736, accuracy 78.687 %,  lr = 0.100
2020-11-27 21:06:55,319   Finished training it 87040/613937 of epoch 0, -1.00 ms/it, loss 0.459863, accuracy 78.595 %,  lr = 0.100
2020-11-27 21:07:05,581   Finished training it 88064/613937 of epoch 0, -1.00 ms/it, loss 0.457815, accuracy 78.526 %,  lr = 0.100
2020-11-27 21:07:15,848   Finished training it 89088/613937 of epoch 0, -1.00 ms/it, loss 0.457858, accuracy 78.702 %,  lr = 0.100
2020-11-27 21:07:26,072   Finished training it 90112/613937 of epoch 0, -1.00 ms/it, loss 0.460473, accuracy 78.581 %,  lr = 0.100
2020-11-27 21:07:36,351   Finished training it 91136/613937 of epoch 0, -1.00 ms/it, loss 0.455338, accuracy 78.915 %,  lr = 0.100
2020-11-27 21:07:46,586   Finished training it 92160/613937 of epoch 0, -1.00 ms/it, loss 0.459817, accuracy 78.560 %,  lr = 0.100
2020-11-27 21:07:56,841   Finished training it 93184/613937 of epoch 0, -1.00 ms/it, loss 0.459377, accuracy 78.551 %,  lr = 0.100
2020-11-27 21:08:07,085   Finished training it 94208/613937 of epoch 0, -1.00 ms/it, loss 0.460550, accuracy 78.580 %,  lr = 0.100
2020-11-27 21:08:17,323   Finished training it 95232/613937 of epoch 0, -1.00 ms/it, loss 0.459069, accuracy 78.638 %,  lr = 0.100
2020-11-27 21:08:27,612   Finished training it 96256/613937 of epoch 0, -1.00 ms/it, loss 0.458290, accuracy 78.510 %,  lr = 0.100
2020-11-27 21:08:37,836   Finished training it 97280/613937 of epoch 0, -1.00 ms/it, loss 0.453502, accuracy 78.989 %,  lr = 0.100
2020-11-27 21:08:48,073   Finished training it 98304/613937 of epoch 0, -1.00 ms/it, loss 0.455506, accuracy 78.758 %,  lr = 0.100
2020-11-27 21:08:58,344   Finished training it 99328/613937 of epoch 0, -1.00 ms/it, loss 0.456201, accuracy 78.773 %,  lr = 0.100
2020-11-27 21:09:08,615   Finished training it 100352/613937 of epoch 0, -1.00 ms/it, loss 0.457083, accuracy 78.682 %,  lr = 0.100
2020-11-27 21:09:18,847   Finished training it 101376/613937 of epoch 0, -1.00 ms/it, loss 0.459490, accuracy 78.696 %,  lr = 0.100
2020-11-27 21:09:29,070   Finished training it 102400/613937 of epoch 0, -1.00 ms/it, loss 0.457319, accuracy 78.682 %,  lr = 0.100
2020-11-27 21:09:39,348   Finished training it 103424/613937 of epoch 0, -1.00 ms/it, loss 0.460277, accuracy 78.612 %,  lr = 0.100
2020-11-27 21:09:49,633   Finished training it 104448/613937 of epoch 0, -1.00 ms/it, loss 0.457420, accuracy 78.725 %,  lr = 0.100
2020-11-27 21:09:59,670   Finished training it 105472/613937 of epoch 0, -1.00 ms/it, loss 0.456785, accuracy 78.954 %,  lr = 0.100
2020-11-27 21:10:08,567   Finished training it 106496/613937 of epoch 0, -1.00 ms/it, loss 0.458513, accuracy 78.827 %,  lr = 0.100
2020-11-27 21:10:18,828   Finished training it 107520/613937 of epoch 0, -1.00 ms/it, loss 0.456187, accuracy 78.734 %,  lr = 0.100
2020-11-27 21:10:29,056   Finished training it 108544/613937 of epoch 0, -1.00 ms/it, loss 0.458255, accuracy 78.598 %,  lr = 0.100
2020-11-27 21:10:39,296   Finished training it 109568/613937 of epoch 0, -1.00 ms/it, loss 0.452581, accuracy 79.066 %,  lr = 0.100
2020-11-27 21:10:49,537   Finished training it 110592/613937 of epoch 0, -1.00 ms/it, loss 0.461508, accuracy 78.386 %,  lr = 0.100
2020-11-27 21:10:59,777   Finished training it 111616/613937 of epoch 0, -1.00 ms/it, loss 0.456727, accuracy 78.841 %,  lr = 0.100
2020-11-27 21:11:10,024   Finished training it 112640/613937 of epoch 0, -1.00 ms/it, loss 0.456025, accuracy 78.651 %,  lr = 0.100
2020-11-27 21:11:20,277   Finished training it 113664/613937 of epoch 0, -1.00 ms/it, loss 0.455278, accuracy 78.638 %,  lr = 0.100
2020-11-27 21:11:30,561   Finished training it 114688/613937 of epoch 0, -1.00 ms/it, loss 0.453053, accuracy 78.937 %,  lr = 0.100
2020-11-27 21:11:40,824   Finished training it 115712/613937 of epoch 0, -1.00 ms/it, loss 0.452098, accuracy 79.106 %,  lr = 0.100
2020-11-27 21:11:51,111   Finished training it 116736/613937 of epoch 0, -1.00 ms/it, loss 0.456774, accuracy 78.896 %,  lr = 0.100
2020-11-27 21:12:01,357   Finished training it 117760/613937 of epoch 0, -1.00 ms/it, loss 0.458120, accuracy 78.743 %,  lr = 0.100
2020-11-27 21:12:11,641   Finished training it 118784/613937 of epoch 0, -1.00 ms/it, loss 0.454047, accuracy 78.889 %,  lr = 0.100
2020-11-27 21:12:21,908   Finished training it 119808/613937 of epoch 0, -1.00 ms/it, loss 0.455958, accuracy 78.714 %,  lr = 0.100
2020-11-27 21:12:32,131   Finished training it 120832/613937 of epoch 0, -1.00 ms/it, loss 0.456510, accuracy 78.883 %,  lr = 0.100
2020-11-27 21:12:42,368   Finished training it 121856/613937 of epoch 0, -1.00 ms/it, loss 0.458615, accuracy 78.613 %,  lr = 0.100
2020-11-27 21:12:52,668   Finished training it 122880/613937 of epoch 0, -1.00 ms/it, loss 0.457715, accuracy 78.705 %,  lr = 0.100
2020-11-27 21:13:02,880   Finished training it 123904/613937 of epoch 0, -1.00 ms/it, loss 0.455731, accuracy 78.857 %,  lr = 0.100
2020-11-27 21:13:13,123   Finished training it 124928/613937 of epoch 0, -1.00 ms/it, loss 0.456042, accuracy 78.799 %,  lr = 0.100
2020-11-27 21:13:23,425   Finished training it 125952/613937 of epoch 0, -1.00 ms/it, loss 0.455679, accuracy 78.625 %,  lr = 0.100
2020-11-27 21:13:33,716   Finished training it 126976/613937 of epoch 0, -1.00 ms/it, loss 0.455042, accuracy 78.749 %,  lr = 0.100
2020-11-27 21:13:43,518   Finished training it 128000/613937 of epoch 0, -1.00 ms/it, loss 0.457115, accuracy 78.773 %,  lr = 0.100
2020-11-27 21:13:53,964   Finished training it 129024/613937 of epoch 0, -1.00 ms/it, loss 0.457204, accuracy 78.473 %,  lr = 0.100
2020-11-27 21:14:03,403   Finished training it 130048/613937 of epoch 0, -1.00 ms/it, loss 0.458019, accuracy 78.610 %,  lr = 0.100
2020-11-27 21:14:13,405   Finished training it 131072/613937 of epoch 0, -1.00 ms/it, loss 0.459139, accuracy 78.648 %,  lr = 0.100
2020-11-27 21:14:22,800   Finished training it 132096/613937 of epoch 0, -1.00 ms/it, loss 0.454567, accuracy 78.943 %,  lr = 0.100
2020-11-27 21:14:33,086   Finished training it 133120/613937 of epoch 0, -1.00 ms/it, loss 0.456975, accuracy 78.889 %,  lr = 0.100
2020-11-27 21:14:43,087   Finished training it 134144/613937 of epoch 0, -1.00 ms/it, loss 0.458263, accuracy 78.702 %,  lr = 0.100
2020-11-27 21:14:51,626   Finished training it 135168/613937 of epoch 0, -1.00 ms/it, loss 0.449854, accuracy 79.042 %,  lr = 0.100
2020-11-27 21:15:00,181   Finished training it 136192/613937 of epoch 0, -1.00 ms/it, loss 0.453409, accuracy 78.973 %,  lr = 0.100
2020-11-27 21:15:08,918   Finished training it 137216/613937 of epoch 0, -1.00 ms/it, loss 0.457162, accuracy 78.770 %,  lr = 0.100
2020-11-27 21:15:19,122   Finished training it 138240/613937 of epoch 0, -1.00 ms/it, loss 0.452866, accuracy 78.940 %,  lr = 0.100
2020-11-27 21:15:29,370   Finished training it 139264/613937 of epoch 0, -1.00 ms/it, loss 0.457647, accuracy 78.606 %,  lr = 0.100
2020-11-27 21:15:39,582   Finished training it 140288/613937 of epoch 0, -1.00 ms/it, loss 0.454129, accuracy 78.957 %,  lr = 0.100
2020-11-27 21:15:49,836   Finished training it 141312/613937 of epoch 0, -1.00 ms/it, loss 0.454875, accuracy 78.868 %,  lr = 0.100
2020-11-27 21:16:00,116   Finished training it 142336/613937 of epoch 0, -1.00 ms/it, loss 0.455512, accuracy 78.900 %,  lr = 0.100
2020-11-27 21:16:10,391   Finished training it 143360/613937 of epoch 0, -1.00 ms/it, loss 0.457772, accuracy 78.633 %,  lr = 0.100
2020-11-27 21:16:20,663   Finished training it 144384/613937 of epoch 0, -1.00 ms/it, loss 0.452551, accuracy 78.929 %,  lr = 0.100
2020-11-27 21:16:30,971   Finished training it 145408/613937 of epoch 0, -1.00 ms/it, loss 0.453138, accuracy 78.812 %,  lr = 0.100
2020-11-27 21:16:41,238   Finished training it 146432/613937 of epoch 0, -1.00 ms/it, loss 0.454494, accuracy 78.922 %,  lr = 0.100
2020-11-27 21:16:51,535   Finished training it 147456/613937 of epoch 0, -1.00 ms/it, loss 0.455149, accuracy 78.946 %,  lr = 0.100
2020-11-27 21:17:01,826   Finished training it 148480/613937 of epoch 0, -1.00 ms/it, loss 0.454967, accuracy 78.957 %,  lr = 0.100
2020-11-27 21:17:12,064   Finished training it 149504/613937 of epoch 0, -1.00 ms/it, loss 0.453735, accuracy 78.777 %,  lr = 0.100
2020-11-27 21:17:22,334   Finished training it 150528/613937 of epoch 0, -1.00 ms/it, loss 0.454604, accuracy 78.824 %,  lr = 0.100
2020-11-27 21:17:32,563   Finished training it 151552/613937 of epoch 0, -1.00 ms/it, loss 0.453764, accuracy 78.857 %,  lr = 0.100
2020-11-27 21:17:42,846   Finished training it 152576/613937 of epoch 0, -1.00 ms/it, loss 0.453094, accuracy 79.045 %,  lr = 0.100
2020-11-27 21:17:51,968   ------------------Growth starts---------------------
2020-11-27 21:17:56,160   save_model to ./saved_model/model_after_growth0.pickle

2020-11-27 21:17:56,160   Growth ID 0, Growing size from 1X to 2X.....

2020-11-27 21:18:04,282   FC param size = 6079.03K, param size = 546.28M,  FLOP = 12158050.00K
2020-11-27 21:18:04,282   m_spa=16, ln_bot=[  13 2048 1024 1056   16], ln_top=[ 367 2048 1024    1] 

2020-11-27 21:18:04,282   Reading and loading pre-trained weights............
2020-11-27 21:18:06,568   zero initialization
2020-11-27 21:18:06,568   zero initialization
2020-11-27 21:18:06,570   zero initialization
2020-11-27 21:18:06,575   zero initialization
